cif,formula
4112822,C42 H60 O10
1502132,C26 H28 N4 O8
4026769,C40 H48 N8 O20
2208840,C18 H16 N4 O2
4020866,C52 H36 Se4
1505100,C64 H32
2208260,C26 H32 O8
4069611,C66 Cl8 H52 N4 Pd2
4124725,C44 H40 O8
1520759,C38 H54 N2 O20
4025318,C68 H52 O4
4074944,C40 Ga2 H42 O2 Si2
1505610,C44 H44 Si4
7117272,C18 H18 I6
2239166,C52 H38 N4
1518436,C24 H48 O24
4316752,C16 F8 H12 O12
7152263,C64 H56 O12
1503591,C52 H24 N8
4082417,C62 Fe2 H56 O4 P4 S4
1520657,Br2 C36 H34 O10
7011928,C32 H26 N2 O6
2215340,C28 F4 H20 N4
7028419,C24 H20 O8
7214416,C28 H40 N4 O6
4102521,C30 H36 O16
2221948,C42 H48 O22
4023620,C40 Cl4 H54 N2 O8
4025135,C34 H42 N2 O6 S2
2241482,C20 Cl8 H16 N8
1503539,Br2 C20 H22 O4
2206248,C26 H28 O14
4021798,Br4 C52 H52 O12
4026305,Br4 C36 H52 O12
4506395,C28 H34 N6 O8
4112660,C18 H33 N3 O5
1515092,Ag4 C16 H20 N8
2204051,B2 C6 H8 O4
4082343,C34 Cr2 H30 N2 O4
4020289,C32 Cl2 F6 H38 N2 O8
4028332,C28 H30 N6 O4
2211065,C28 H40 O8 S20
4021938,C34 H40 O6
4000324,C50 H46 N6 O4
2218382,C28 H20 N4 O2
1506513,C52 Fe4 H64 O4 S4
2215598,C52 H44 N4 O12
4076915,C28 Cr2 H38 N2 O4 S4
4103236,Br2 C24 H42 O6
1504203,C60 H68 O4
7207715,C24 H32 N32 O16
7106654,C42 H30 N2 O10
1502317,C46 H50 N2 O10 S2
1512132,C48 H52 N4 O8
4115181,C28 H12 O12 Re4
4022660,Br2 C38 H52 N6 O10
7019821,C16 H16 N48 O32
2228413,Br4 C16 H24 O8
4029269,C36 H60 N2 O6 P2 S2
2215299,C56 Cl8 H40 O8
4021764,C36 H52 N4 O4
7151942,Br4 C20 H14 N2 O4
2213716,C60 H42 O6 P2
7153729,C56 H62 N2 O4
2227104,C14 Cl2 H10 N8
2221147,C44 H40 N16
4082203,Au2 C52 H30 I2 O16 P2 Re4
4023884,C44 H48 N8 O8 S4
4512767,C26 F8 H10 N2
4101867,C24 H20 N2 O1
2214808,C42 Fe3 H36 P2
2208541,C24 H48
2105533,C12 F8 H4 O4
4312373,C8 H24 O8 Se4
2002929,C12 H8 O4
4027014,B2 C60 Cl2 H32 N12 O6 S2
7150868,B4 C48 H44 O8
4025036,C30 Cl2 H26 O8
2214223,C50 H46 N6 O4
2100566,C24 H60 O6
2206720,C20 H22 N6 O6
7215842,C20 H20 N4
2230959,C38 H58 N2 O10
1512335,Br2 C26 F6 H18 N2
4082971,Br4 C48 H60 N12 O2
2216200,C18 Cl2 H14 N4
2004081,C32 Cl4 H48 N4
4024100,C36 H48 O8
4022661,C40 H36 O16
4029105,C32 F6 H32 N2 O8
2013587,C44 H40 N4 O4
2206177,C44 H40 N16 O12
1503365,C36 H44 N4 O8
2215558,C56 H32 N4
4316471,C44 H58 N4 Y2
2010218,Br4 C24 H16 N4
4071094,B2 C52 F6 H64 N4 O6 S2
7150944,C36 Cl4 H18 N6 O6
4025886,C60 H44 O4
7203855,C12 H28 N4 S4
1516196,C28 F4 H20 O8
4028454,C48 H36 N8 O4
7117123,C30 F10 H8 N4
4028463,Br8 C56 H32 S8
4503780,Br4 C36 H36 O12
4500319,Br4 C44 H44 O4
4027394,C42 Cl6 H36 N2 O8 S2
4069534,Br8 C32 H44 N4 Pt4
7214359,C32 H32 N8 O12
2100663,C12 Cl12 H20
4107009,C54 H44 N4 O10
4116145,C16 H28 O8
2210903,C32 H40 N16 O4
2239897,Br4 C40 H20 O12
2100436,C16 H32 N8 O12
2206415,C14 H22 N6 O6
7005968,C30 H58 N6
2005229,C36 H36 O4
4507722,C28 H32 N12 O12
2201115,C8 H12 N2 O2
2003051,C12 H12 N4 O2
7054472,C18 H16 N8
7220372,C44 H62 O4
2013974,C18 H20 O8
4065195,C34 H48 O8
2202232,C8 H24 N12 O6
2220267,C44 H56 O12
7150172,C16 H22 N2 O5
7152685,C48 H44 N4 O2
4027962,C44 H76 N4 O4
2215126,C26 H28 O2 S2
4085827,C18 H18 N2 O4
4020060,C18 H28 N4 O8
7110944,C12 H26 N2 O8
2235657,C32 H50 N2 O8
4504913,C48 H48 N8 O8
4027153,C34 H32 O6
2215438,C16 H32 N4 O4
4115853,C16 H24 O8 S4
2200666,C40 H64
7151166,Br2 C32 H44 N2 O6 S2
2104821,C36 H58
7152708,C30 H24 N4 O6
4064611,B4 C40 Fe2 H52 N4
4083780,Br8 C48 H52 N12 Pd4
2000233,C44 H40 O8
4505174,C26 H24 N8 O12
7225379,C8 Cl20 H4
7225355,C12 H10 O4 S2
7151619,C42 H34 N2 O2
4075714,C36 H80 Mg2 N4 Si4
1506103,B2 C36 H36 N2 O2
7115909,Br8 C20 H40 O8
4023417,C26 H22 N2 O6
2007132,C28 H40 N8 O8
4027065,C26 H34 N2 O4 Se2
1503134,C54 Cl2 H58 N6 O14
7225364,C12 H4 I4 S12
4067296,C32 H80 N8 Zn4
7213760,C48 H26 N4
2202320,C10 H10 O10
7117512,C48 H40 N8
1513913,C40 H46 N2 O14
4024901,C52 H46 N4 S4
7204425,C32 H24
2201726,C10 H8 Na2 O10
4028302,C50 H54 N2 O12
4331494,C8 H28 I4 N24
7050959,C16 H28 O8
2008534,C50 H48 O8 S2
2202327,C28 H52 N4 O24
4025913,C44 H44 N2 S4
2000627,C44 H56 O4 S8
7012290,C20 Ga4 H48 N4
7151817,C36 H40 O6
1504608,B2 C16 H24 P2
7038634,C36 H36 O8
4023779,C56 F16 H28 O4
4507809,C28 H52 N8 O14
4508707,B2 C24 H24 O6
7106263,C28 H52 N4 O20
2006099,C1 H2 N4
4026907,C48 Cl2 H28 N2 O6
4504867,Br8 C52 H36 N4
2101567,Br2 C16 H24 O8
2229510,C40 H48 N12 O4
2019244,C14 H26 N2 O8
1504301,Br2 C32 H38 N8 O2
7212661,C52 H48 N8 O4
4000268,C36 H48 N8 O16
2213841,C36 H48 N8 O12
4103910,B4 C8 H40 N4
2221654,C12 H14 I6 N2
1503742,C34 H44 O6 S2
4082318,B2 C38 Cl2 Fe2 H48 N2 O4
7103405,C24 H24 Mg12 O48
2007892,C56 H44 N12
2204027,C32 H48 N4 O8
4025223,Br2 C36 H44 O10 P2
2211920,C40 H32 N8 O4
1506249,C60 H40 N8 O4
4025265,C20 H12 N4 S6
4504009,C40 H32 N4 O16
2234419,C10 H16 N4 O2
4122566,C34 H32 O4
7152404,C28 H48 O16
4031528,C40 H56 O12
1519553,C28 H24 O16 S12
1513142,C16 H32 O10
1505063,C8 H18 N4 S2
2004087,C52 H48 N8 S4
2013366,C32 H41 N11 O8
2200100,C8 H12 Ni2 S12
4021366,C28 H26 N2 O4
2232859,C34 H28 N6 O2
1100992,C20 H48 N8 O4
7053225,C16 H32 N40 O12
2205973,C32 H60 N4 O8
7220307,Br2 C26 H20 N6
4030977,C42 H28 N2 O2 P2
1534110,C50 Cl4 H44 I2 N6 O8 S2
4030117,C30 H38 N2 O6
4072533,C36 Cl2 H52 N2 O2 P2 Rh2
7204911,C32 H60 O14
2203578,C32 H28 N12 S4
4343391,C36 Fe2 H48 N12
2000855,C30 H52 O8 S4
7209109,C28 H26 N10 O10
1518483,C46 Cl2 H48 N2 O8
2106978,C4 Cl4 H16 N20
4024634,C60 H36 S4
4024926,C32 H50 N2 O6 S2
2227777,C32 H48 N8 O4
7112256,Br2 C40 H42 O4
2204784,C20 H30 N2 O6
2104253,C32 H36 N4 O6
7150836,C48 H64 O12 S4
2202362,C46 H48 N4 O6
2217913,C14 H12 N8 O8
2013627,C20 H26 N2 O10
2203881,C48 H48 N4 O8
2228472,C24 H40 O12 S8
2105247,C32 H38 N2 O8
4103597,C4 H4 N20 O12
7152793,C44 Cl6 H40 N2 O6
2212787,C12 H24 N16 O4
1504311,C52 Cl4 F12 H48 O12
1506785,C40 H54 N2 O10
7033079,C46 H56 N4
2219261,C40 H40 O16
1511782,C32 H20 K4 O16
7225612,C24 H44 N4 O32
2006334,C12 H20 N4 O8
2200139,C28 H20 N4 O4
2223983,C16 H48 N16 O8
1505320,C36 Cl2 H52 N2 O8
4081211,C32 Cl4 F6 H28 P2 Pd2
7007919,C32 H44 S2 Ti2
4082717,C56 Fe6 H46 O12 P2 S8
7009315,Ag4 C20 H20 O16
2100167,C24 H40 N8 O8
1506344,C38 H58 N2 O10
4077326,C50 H34 O20 Os6 P2 S2
2000561,C36 H52 O8
7050108,C44 H54 N2 O12
7050082,C12 H28 N4 O8
4116117,C44 H30 N4
2219119,C26 Cl2 H18 O4
7223229,C8 H6 K2 O8
4060679,C58 H44 Ir4 O16 W4
7153625,C48 H32 I4 N12
2234572,C48 H40 N8 O8
4501732,C40 H36 O8
4020834,C38 H34 N2 O8 S2
7020308,C26 H26 N2
4509238,Br4 C40 H52 O12
1520258,C12 H20 N2 O6
2008567,C40 H44 N4 O16
7153259,C38 H54 N6 O10
2211755,C16 H48 N16 O24
2220269,C48 H40 O8
2006955,C32 H36 N4 O16
2219469,C44 H48 N4
1503773,C54 H38 N2 O2 S2
8102847,C10 H10 O6
2207033,C24 H60 N4 O12
2015207,C36 H56 N8 O12
2220694,C12 H12 O6
2239748,C44 H40 N16 O4
1516355,C6 H16 N4 O2
2002067,C26 H30 N2 O2
2221885,C10 H10 O4 S2
4117079,C52 F8 H40 N8
7050364,C44 H44 N4 O8
4085077,C44 Fe4 H36 O4
2236768,C28 H60 N12 O4
1504971,C32 H48 O16
2206057,C26 H26 N2 O6
8103158,C10 H14 O4 Pt1
4022555,C38 H32 O6
4102576,C44 H56 O12
4063516,C26 H24 N4 O6
4504545,C18 H14 N4 O2
1519851,C64 H48 N16
4504534,C26 H22 N4
4027135,Br4 C20 H12 O8
4030670,C36 H34 N6 O8
4082076,C36 H20 I4 O12 Ru4 Te4
7208094,C42 H42 N2 O4
7153465,C64 H56 N8 S4
1543807,Br2 C42 H38 O4
4022480,C36 F8 H44 N12 O8 S4
7104407,C4 H12 O12
1504038,C32 Cl4 H24 I4
2234595,C42 H38 N6 O12
2240908,C40 Cl8 H16 O12
7209640,C36 Cd4 H32 O20
2226437,C36 H46 N2 O6
7203856,C12 H28 N4 O4
4119385,C26 H44 O4
4066593,C30 H38 N4 O4 Pd2
2218663,C12 H8 N4 S8
7212865,C22 H30 N2 O4
1504764,C42 H46 N2 O10 S2
2241592,C30 H48 O4
2007772,C32 H44 O12
4027266,C30 H44 O6
2018172,C20 H36 N4 O24
2235045,C16 H24 N8
4025410,Br8 C40 Cl8 H16 N8
7208663,C16 H40 O4
2203246,C28 Cl4 H18 N2
2019006,C20 H26 N2 O8
1505243,C52 H44 O8 S4 Si4
2234003,C28 H36 O8
2015856,C32 H36 N12 O8
4029229,C28 H28 N4 O6
4080636,C32 F6 H42 N4 O12 Pd2 S2
1515155,Br2 C24 H12 O6
4106530,C50 H56 O6
1506921,C32 H40 O32
7205283,C40 F20 H12 N4
2232830,Br8 C44 H32 N16
2241252,C24 H34 N2 O8
2201624,C32 H36 N8 O4
4028431,B2 C28 Cl2 F4 H26 N6 O2
4123800,C40 H40 N4 O10
2231560,C12 H26 N2 O10
1505524,C38 Cl2 H34 O4
1508338,Br4 C52 H56 N4 O8
4083084,Au4 C24 Cl12 H40 N8 O4
4022006,C54 H40 N2 O4
4102834,C48 H48 O16
7152454,C34 F2 H42 O12
4506304,C16 H22 N10 O10
2104978,C12 H8 S4 Tl4
4313817,C36 Cl2 H66 Sn2
4060087,C44 Co4 H24 N4 O20
4512786,C44 H44 O6
4020092,C36 F12 H56 N4 O12
7150546,C44 H38 N2 O8 S2
2222846,C10 Cl2 H16 N6
7000351,C4 H12 N16 O8
2100743,C16 H32 N16 O16
4124258,C30 H24 O6
7112220,C88 H56 N8 O8 S4
7051298,C12 H16 N4
2102626,C36 H36 N12 O20
2209286,C44 Cl4 H36 O8
7219101,C12 H28 N4 O8
7005099,C42 H50 In2 N4
4104265,C10 Cl6 H10 Ti2
4026515,C24 H36 N4 O8
1503909,C44 H52 N4 O8
4024049,C70 Cl2 H50 N4
4021739,C54 H68 O10
4076127,C28 Fe4 Ga2 H20 I6 O8
4029344,C52 H44 N4 O4
4110685,C4 H12 N8 O4
4079308,Au2 C54 H64 N2
4023396,C32 H42 N6 Si4
8102021,C12 H18 N10 Pd2
9011439,C2 H8 N4 O2
4505088,C36 H44 Na4 O24
2206486,C24 H48 O24
4509059,C28 H18 I2 N4
2215229,C36 H48 N8 S4
2100437,C16 H32 N8 O12
5000142,C24 H16 N8 O20
1503238,C46 H38 N2 O4
2105151,C12 H28 N4 O8
2006455,C28 H20 I4 O4
2218515,C32 H32 N16 S4
2230084,C36 H36 N20 S4
2226928,C48 Cl4 H44 N8
4027231,C24 Cl4 H16 N4
4022948,C44 H54 N2 O4
2234380,C30 H40 O6
7152806,C28 H52 N4 O12
7030359,C26 H20 N4 O2
7200616,C12 H8 N24 O8
4024240,Br2 C22 H22 S6 Si2
4024247,Br2 C20 H12 N2 O4
2005863,C40 H46 N2 O24
1505502,C30 Cl2 H54 N4 O2
1503931,C38 H44 N4 O6
4083423,B2 Br2 C18 F8 Fe2 H22 O4 Sb2
4069559,C28 Cl2 H42 N4 O2 Si2
4343641,C20 H4 O20 Os6
4072877,B2 C18 H30 N16
4025970,C58 Cl4 H52 O12
1100682,C24 H36 N4 O20
4027444,C44 H46 N2 O10
1529858,C40 H44 N4 O10 S2
4063306,C46 Fe2 H54 N2 O2 Se2
2310002,C8 H20 N4 O8
7224824,Br4 C60 H36 O8
4111681,C32 H52 O6
7202563,C40 H32 N2 O4
4071453,Bi2 C48 F24 H20 O16 Rh2
4029445,C96 H72 O8
1505244,C52 H44 O8 S4 Si4
4081633,Bi2 C6 H18
7215745,C8 H16 O4 S4
2207041,C38 H36 N8 O16
1505896,C26 F6 H30 N4 O2 S2
1502507,C32 H44 N4 O8
2016715,C38 H56 N8 O8
7025746,B20 C24 Co2 H42
7215303,C40 H40 O20
2222080,C24 Cl4 H24 N20
4070458,B4 C48 F16 H60 Pt4
7150400,C42 H54 N2 O4
7111467,Au2 C18 H20 N8
4026094,C44 H52 O12
2207220,C16 H16 N16 O14
9011437,C2 H8 N4 O2
4021047,C32 H48 O12
1506452,C12 H18 I2 S6
4029430,C36 H36 N4
7153597,C58 H40 N4 O2
7153796,C44 F4 H52 N8 O8
4029678,C38 F4 H28 O10
1502916,C52 F12 H52 O8
2201537,C28 H24 N8 O12
7154016,C44 H44 N4 O8
4066106,C56 H56 Hg4 O8
1504891,C34 H34 N2 O8
2015984,C48 Cl2 H50 O6
2219876,C50 H44 N8 O8
1505112,C18 F4 H12
2233171,C44 H40 N8 O4
2222967,C32 H48 I8 Pt4
7151195,C60 H60 N4 O8
2240228,C50 H50 N6 O2
2238697,C60 F4 H44 O4
4068003,C22 Cl2 Cu2 F10 H8 N2
4025987,C52 H64 O20
1513395,C52 Cu4 F12 H32 N8 Se4
7153549,C28 F4 H32 O4
7051203,C48 F16 H20
2227174,Br4 C44 H36 O12
2241123,C18 H12 O4
2211500,C30 H44 O4
4110633,Br2 C38 H38 O6
4026508,C60 H64 O8
4118181,C21 H28 O3
1505375,C32 H22 N2 O6
4086228,C22 H58 Li2 N4 O2 S2 Si4
4503975,C32 H44 N8 O8
1513375,C40 H60 O6
7101743,C30 H38 N2 O10
1502042,Br2 C38 H42 O2 S2
4070211,C32 F10 H50 Ir2 N2
7208260,C16 H16 O6
7221751,C28 H28 O6
4025316,C40 H36 N8
4113414,C40 H44 O4
4024689,C50 H64 O8
2241291,Br4 C28 H20 O8
4105249,C24 Cl12 H44 O8
4072075,B2 C24 H40 P2 Si2
4027293,C30 Cl8 H24 O8
7200794,C26 H26 N2 S4
7154477,C52 H36 I2 N2 O4
4066499,C40 H64 N16 S8 Si4
2105479,C8 H24 N8 S4
2237434,C48 H40 N8 O4
7208902,C16 H18 N4 O4
7214137,C32 H28 N12 O8
4029726,C46 H46 N6 O8
9014545,C4 H4 K4 O12
4027232,C40 Cl4 H26 N6
2240062,C40 H28 O8
8100099,C40 H34 N2 O10
2006944,C32 H52 N4 O6
4022679,C30 F6 H38 N4 O4 S2
2233839,C28 H32 O6
2233602,C40 H56 O6
1511807,C12 H32
7155129,C44 H48 N8 O12
7155068,C28 H28 N4 O8
7153454,Br2 C22 H22 N4 O4
7206494,C34 H42 N6 O10
2016425,C46 H44 N4 O4
2010815,C44 H52 N4 O4
4501703,C12 H12
4025432,C30 H30 N2 O8 S2
2101042,C28 H24 N4 S4
7215125,C60 H40 O8
4021179,C44 H44 N12 O12
1502368,Br2 C40 H38 I2 N2 O8
1542632,Br2 C38 H30 O8
4504452,C28 H28 N8 O4
1517915,Br4 C52 H48 N12 O4
4031067,C48 H48 N4 O10
4080993,C42 Ge2 H56 N4 Se4
4074204,C30 H26 Mn2 N4 O8
2211378,C20 H18 N2 O4
1543156,C40 H48 N8 O8
4028684,Br4 C18 H16 O6
4069718,C48 H52 N4 O16
1504690,Br2 C36 H44 N2 O12
4030849,C34 H44 O12
4082517,Br2 C52 H56 N2 O8
7153386,C56 H52 N4 O20
2013423,C24 H30 N6 O2
4509404,C26 H20 N6
4340659,C26 H40 P2
4024276,C24 H16 O8
8103191,C46 H48 N4 O4
4064949,Au2 C64 H54 I2 N6
2010884,C8 H8 O2 S2
7054445,C16 H22 N2 O6
2013217,C36 H48 N4 O4
7154943,C52 H56 O12
1512252,Al4 C16 H48 Li4
4025898,C60 Cl4 H44 O20
4030080,C32 H60 N4 O6 S2 Si2
7220305,C52 H44 N12
7105056,C26 H24 O8 S2
2230716,C28 H46 N2 O6
4507331,C48 H44 N8 O12
2014395,C8 H12 N12 S4
4506069,C40 H50 N6 O10
4030092,C40 F2 H34 N8
7150079,C44 H40 N8 O24
7153779,C26 F6 H30 N6 P2
2201378,C44 H44 N4 O12
4084253,C36 Fe4 H20 O16 Se4
4309854,C18 H42 N10 O12
2235556,C60 H44 N4 O4
1507077,C36 H34 N2 O10 S4
2014254,Br4 C32 H28 O4
4107019,C30 H34 N2 O2
7202566,C40 H32 N2 O4
4029893,C64 H64 O4
2236201,C40 H40 N8 O4
7211045,C32 H64 N8 O4
4070350,Br2 C30 H50 N2 Ni2 O2 P2
7225352,C28 H20 N4
4028732,C40 H72 N4 O8
2224506,C56 H44 S4
2003508,C24 H56 O28
4021340,B20 C24 H44 O2
4072664,C40 H68 Os4
7115039,C36 H40 N8 O4
7206638,C12 H28 N4
4026056,C26 H34 N2 O4
2103126,C14 H26 N2 O10
4077605,Al4 C42 F30 H18
7050809,C42 H30 N2 O2
1542954,C44 H36 N4 O2
1515156,C48 H28 O12
4030673,C36 F2 H32 N2
2200328,C40 H40 N8 O4
7212211,C40 H52 N8 O4
4329114,C8 H24 N24
2240717,C44 H36 N4 O10
7114329,C16 H20 O10
2005449,C44 H40 N8 O4
2102695,C8 H20 N4
4077812,C52 Ge4 H48
2004163,C24 H24 N4
2207689,C24 H24 N8 S4
4073322,C42 Cr2 H30 N2 O14 Ru2
4066089,C40 H74 Mo2 N2 O4
2105859,Br16 C48 H32
4081497,C38 Fe2 H38 N2
4025267,Br4 C44 H24 N4 S12
1513489,C32 H28 N4 O4 S2
1508887,C42 H40 O10 S2
2207563,C34 H32 N8 O8
2233231,C30 H32 N4 O10
4069690,C36 Cl4 H48 N4 Zr2
4101891,C38 H48 O8
2209744,C24 H26 N2 O16
2007976,C48 H24 N16
7116895,C36 H32 O6 S6
2234886,C20 H16 N12
4083691,C46 H52 N8
7218936,C36 H32 N4 O8
2238470,C34 H38 N2
2234057,C20 H32 N4 O8
7150844,C26 H26 N8 O14 P2
2300241,C32 H36 N4 O8
4029898,C8 H8 N12 O4
4025570,C48 H38 N2 O6
1520199,C32 H40 N8 O4
7154226,Br2 C34 H36 O4 P2
7203059,C18 H16 O4 S2
7100462,C20 H28 N4 O8
1507386,C54 H48 N4 O6 S2
2220965,C28 H40 N4 S4
1520443,B2 C64 Cl4 F4 H48 N6
2011924,C4 H8 N24 O8
2003630,C10 H8 N4 O8
1507178,C32 H40 O2
7018857,C32 H16 N32 Tl8
4062949,C32 H20 O4
4023812,C28 Cl4 H24 O4
4082482,C30 H36 N2 O2 P2
8100400,C36 H32 N16 S8
7101242,C30 H56 N8 O8
1504384,C8 H12 N4
2232065,C32 H28 O8 S2
4106854,C26 H44 O6
2213063,C48 H32 N12
4026262,B4 C32 H64 N4 O16
4505868,C24 H20 N2 O4
4100438,C44 H48 O16
2222637,C40 H48 N8 O16
4071700,Br4 C30 Cl6 H50 N8 O4 Pt2
4027046,C54 F2 H56 N2 O10 S2
2222683,C24 H20 N4 O12
2011603,C34 H48 N4 O12
8101081,C30 H24 O6
4116821,C12 F4 H8
2000903,C12 H12 Na4 O16
1505877,C42 F6 H40 N2 O10
4064146,C10 Cl4 H12 Hg2 I4 N4
2230585,C26 H22 N6 O6
2004187,C24 H36 N16 O12
2232661,C34 H34 N6 O8
2202873,C28 H16 N4
4079179,C70 H54 N4 Si2
2239390,C22 H14 N2 O4
1505373,C32 H42 N2 O6 Si2
4071488,C32 Fe2 H40 Li2 N2
2227026,C36 H24 N4 S4
4113699,C12 H14 O4
7106432,C32 H40 O8
7153351,C32 H36 N4 O2
1504445,C40 H60 O10
4506396,C30 H34 N6 O8
4108419,C38 H56 O8
4023523,Br2 C28 H28 N2
4026341,C54 Cl6 H34 N12 S4
4063770,C20 F4 H40 N4 O4 Si4
4063603,B2 C36 F8 H44 O2 P2
2103832,C20 H20 N2 O8
7011352,Al4 C40 H56 Nb4
4513611,C50 H46 N2 O6
4073556,C22 F12 H24
4028054,C40 H48 N8 O6
7053850,C50 H52 N6
4028836,C22 H32 N2 O5
4333484,C56 H44 N12
4027334,C48 H52 N4 O16
4075484,C40 F20 H44 N4 Zn2
4060607,C22 H14 O6 Re2
2017072,C40 H56 O8
4119103,B2 C26 H38 O6
2004202,C60 H40 O12
1501751,C22 H18 N6
4108090,C34 H32 N8 O12
7151325,C36 H50 N2 O12 S2
2200605,C38 H36 N4 O6
7100433,C34 H32 O8
4022724,C48 H66 N2 O6 S4
1504645,Br2 C34 H42 O6
4112697,Br4 C38 H48 O6
2017122,C36 H16 O4 S32
2213936,C32 Cl4 H48 N4
2210004,C22 H26 N2 O8
2005622,C40 H40 N16 O8
2223988,C38 H40 O8
4081899,B2 C34 H40 N6
4029295,C34 H46 N2 O4 S2 Si2
4501678,C36 H40 O20
4026482,C46 H30 N14 O26
2015580,C52 H36 N4 S4
2006263,C10 H20 I8 S4
2218287,C32 H48 O24
4021927,C50 H64 N8 O12
4074045,C46 F12 H46 N4 P2 Te2
8102844,C36 H36 N8 O12
1507440,C56 H56 O8
4029363,C44 Cl2 H32 N6 O2
7024388,C26 H20 O4
2216296,C60 Cl4 H44 O4
4086309,C56 Cl2 H64 N4 Rh2
2102645,Br8 C48 H32 O4
2003281,C14 H24 N8 S4
4021495,Br2 C26 H46 O2
5000191,C24 H56 O24
7220007,C28 H24 N4 O8
4067226,C16 H56 K4 N4 Si8
7152703,C36 H24 N4 O2
1513400,C36 H48 O6
4031290,C22 Cl2 H30 N8 O4
7151888,C32 H28 N12
2205877,C50 H40 O6
2017135,C32 H32 O12
4022614,Br2 C28 H30 O6
4020581,C44 H52 N4 O12
4116621,C22 H28 N2 O6
2215753,C42 H64 O6
2222867,C24 Cl8 H40 N8
4024592,Br2 C50 H52 N2 O8 S2
1503585,C60 H60 N4 O8
4117251,C36 H24 O4
1506507,C52 F8 H56 S4
2205433,C28 H40 N4 O6
7206748,C20 H17 N3 O3
4020632,C28 F4 H26 N6 O4 S2
4500721,C24 H48 N4 O8
2011797,C44 H40 O12
4073153,Br2 C32 H38 N4 O4 Pd2
7012289,Al4 C20 H48 N4
2225751,C42 H52 N4 O4
7150831,Br4 C60 H52 O16
2240997,C24 H16 N32 O32
4027289,C60 Cl16 H40 O12
4022267,C16 H16 N4 S2
4504328,C16 H10 O10 Zn2
2209540,C14 H14 O2 S2
2017944,C20 Cl8 H40 O8
2217508,C30 H46
4066732,C20 Cl2 H30 O2 P2 Pt1
2230179,C38 H62 O4 P2
2105032,C10 H18 O4
2227434,C36 H56 N8 O4
7117022,C8 H10 N14 O4
2229648,C32 F12 H20 O8
7154324,C26 H38 N2 O8 S2
2007227,C18 H12 O6 W2
2222171,C22 Cl2 H18 N4
2212018,Br4 C16 H16
4025893,C38 H26 N6
7218482,C12 H28 N10 O6
4020099,C32 Cl2 H36 N2 O2
4024122,C30 H14 N6 S4
2205281,C24 H24 N4 O4
4077655,Al2 Bi2 C34 H76 N4 Si4
4307000,C22 H14 N2 O12
1517395,C54 Cl4 H44 O6
4026872,C44 H76 O8 Si2
4507992,C6 H8 O8
2003309,C40 H48 O16
2237739,C24 H26 N2 O18
1503193,C52 H48 O16
4081007,Br4 C32 H36 N8 O2 Pd2
2101354,C36 H52 N4
4083238,C22 Fe2 H26 O14 P2
4029869,C76 Cl4 F4 H40 N8 O4
7151754,C36 F4 H16 S4
7150471,C40 H36 O4 Se4
2229818,C40 H36 N4 O12
2234363,C6 H14 N10 O12
1508882,C24 H19 N1 O5 S1
1542835,C44 H48 O16
2220430,C20 H20 N12
1519399,C20 F8 H12 O8
7153973,C24 H44 O10
2224153,C6 H24 N4 O8
2220814,C16 H14 O10
2237041,C20 Cl4 H24 N12
4028964,Br2 C44 H58 O4
2223086,C28 H56 O14 Zn2
2224125,C28 H32 N8 O4
4065714,Au2 C42 H68 P2
4023784,C24 F6 H20 N6 O2
7050550,C16 H20 N8 O4
2001894,C26 H20 N4 O6
4029817,C22 H18 N2 O8
2228933,C8 H20 N20 O12
2218571,C40 H34 N10
7115126,C20 H36 O6
4026916,Br2 C26 F6 H22 N2 O8
4029818,C34 H30 N4 O12
2218763,C40 Cl8 H48 O4
2223859,C24 H24 N8 O8
4315561,B4 C48 Cl4 H32
7207070,C40 H48 O12
4029767,C16 F12 H20 O4
7036826,C24 Cd6 H54 N18 O36
4067799,B2 C52 H46 N4 O2
7053976,C4 H24 N16 O16
7152368,B2 C40 H58 N4 O12
4086169,C44 H64 N8 Zn2
7219158,C38 H44 N8 O14
7218925,C26 H30 N2 O8
7222828,C8 H24 N16 O4
2227566,C34 H52 N12 O14
2012154,C24 F8 H68 N4
2208852,C14 H16 N8
4027869,C56 H52 N12 O8
4065269,C48 Fe2 H48 N20
2209339,C28 Cl2 H22 O4
4029889,Br4 C44 H40 N4 O4 S4
4023246,C34 H38 N2 O4 S2
2103076,C8 H16 N16 O16
4112264,Br4 C20 H20 O8
2104248,C18 H20 O4
4066997,C56 H50 O2 Y2
2223098,C36 H32 O8
7221753,C32 H36 O6
2203236,C48 H42 N6 O2
4508441,Br8 C48 H32 N8
2233188,C40 H48 O16
4103568,C16 H24 N12 O6
2006959,C48 H44 N8
1502449,C24 H48 N8 O16 S8
2101617,C12 H24 N8 O12
4313612,Au4 C32 H44 N8
2000243,C20 H12 N4 O8
4063746,C54 H42 N8 O2 Te2
4321693,C8 Cu4 H12 O8
2215204,C14 H30 N2 O8
2000054,C18 H24 N4 O10
4107555,C38 H44 O6
2240876,C24 Cl4 H12 N8
7152077,C38 H34 N2 O2
2221937,B4 C12 H48 N4
4082557,C28 Cl4 H40 N4 O8 Si4
2017253,C10 F12 H12 O4
2002939,Br8 C32 H8 O12
4511391,C20 H26 N2 O2
2203817,C20 H42 N2 O14
2237566,C16 F24 H8 O12
7150808,C18 H30 N4 O8 S2
2200308,C48 H48 N8 O4
4024335,C38 H58 N2 O6
2206710,C28 H44 N4 O12
