formula,name
C6 H14 N8 Na2 O8 S2,AQEBII_FSR_macro
C44 Cl8 H44 Hg4 N12,AQEFUZ_FSR_macro
C44 H44 Hg4 I8 N12,AQEGAG_FSR_macro
Br8 C44 H44 Hg4 N12,AQEGEK_FSR_macro
Br4 C22 H22 Hg2 N6,AQEGUA_FSR_macro
C40 H32 N16 O36 Pb4,AQEGUZ_FSR_macro
C20 H16 N8 O20 Pb4,AQEHAG_FSR_macro
C22 Cl4 H22 Hg2 N6,AQEHAH_FSR_macro
C32 H64 Mn4 O32 S8,AQEKUD_FSR_macro
Ba2 C4 H28 N32,AQESUK_FSR_macro
C16 F16 H32 O32 Zn4,AQFSZN_FSR_macro
C12 Cu2 H26 I2 N2 O4,AQIBIL_FSR_macro
C32 Ca2 H20 O16,AQIDOU_FSR_macro
C32 Cd2 H20 O16,AQIDUA01_FSR_macro
C32 Cd2 H20 O16,AQIDUA_FSR_macro
C32 H20 Mn2 O16,AQIFEM_FSR_macro
C32 H20 O16 Zn2,AQIFOW_FSR_macro
C128 H72 I12 Mn4 N20 O16,AQIGOX_FSR_macro
C36 Cu2 H20 I6 N6 O8,AQIGUD_FSR_macro
C72 Cd4 H48 I12 N12 O20,AQIHAK_FSR_macro
C36 H32 N16 O16 Zn2,AQIPUM_FSR_macro
C36 Cd2 H32 N16 O16,AQIQAT_FSR_macro
C24 H40 N48 O4 Zn8,AQIROJ_FSR_macro
Ag4 C48 H28 O28,AQOBAL_FSR_macro
C18 Cu2 H24 N12 O8,AQOFOC_FSR_macro
C10 Cd2 Cl4 H12 N12,AQOFUI_FSR_macro
C24 H28 N12 O16 Zn4,AQOHAQ_FSR_macro
Ag4 C48 H64 N16 O16,AQOHOD_FSR_macro
C28 Cd4 H20 N4 O20,AQOJUL01_FSR_macro
C24 H12 N8 O4 Zn2,AQOROP_FSR_macro
C24 H36 N4 O16 S4 Zn2,AQOWIN_FSR_macro
C18 Cl4 H28 N4 O10 S2 Zn1,AQOWOT_FSR_macro
C36 F8 H56 N8 O20 S4 Zn2,AQOWUZ_FSR_macro
C24 Cl16 Cu4 H32 O40 S8,AQOXAG_FSR_macro
C12 Cl8 H8 Na4 O16 S4,AQOXEK_FSR_macro
C28 Co3 H24 N2 O18,AQUKOO_FSR_macro
Bi4 C44 H36 N12 O28 S2,AQUQAF_FSR_macro
C48 H42 Mo8 N16 Ni1 O26,AQUQUZ_FSR_macro
C20 Cu2 H12 N12 O16,AQUWAM_FSR_macro
Ag2 C50 H34 N4 O14,AQUZAP_FSR_macro
Br2 C16 Cu1 H16 N4 O2,AQUZUI_FSR_macro
C30 H32 Mn2 N12 O10,ARACED_FSR_macro
C80 Cu4 H48 N8 O16,ARAJEK_FSR_macro
C160 Co8 H96 N16 O32,ARAJIO_FSR_macro
C160 H96 N16 Ni8 O32,ARAJOU_FSR_macro
C40 Cu2 H24 N4 O8,ARAJUA01_FSR_macro
C160 H96 N16 O32 Zn8,ARAKAH_FSR_macro
C20 Cu4 H20 O16 P4,ARATIY_FSR_macro
C38 H54 N2 O18 Zn2,AREGAH_FSR_macro
Bi4 C40 Cl4 H64 N8 S16,AREGUZ_FSR_macro
C40 Ga4 H44 N8 O32 P8,AREQUJ_FSR_macro
C60 H108 N6 O36 P6 Sm2,AREREV_FSR_macro
C132 Cd8 H96 O50,ARESOF_FSR_macro
C40 F12 H48 Ir2 N16 Zn2,AREWOL_FSR_macro
C80 Cd4 H52 N4 O16,ARIBOS_FSR_macro
C150 Cd6 H88 N16 O36,ARICOT_FSR_macro
Ag2 C16 F6 H14 N6 O6,ARINEV_FSR_macro
Ag8 C40 H32 N8 O8,ARIPAT_FSR_macro
C56 Cl8 H56 Hg4 N16 O4,ARIRUQ_FSR_macro
C28 Cl4 H28 Hg2 N8 O2,ARISAX_FSR_macro
C24 H24 N4 O12 S4 Zn2,AROBAK_FSR_macro
Ag4 C52 H72 N16 O8 P4,ARODOB_FSR_macro
Ag2 C20 H28 N6 O4 P2,ARODUH_FSR_macro
C36 Cu12 H24 I8 N12 O8,ARONAY_FSR_macro
C34 Cu2 H28 N4 O14,AROTAD_FSR_macro
C62 F6 H44 La2 N4 O14,AROTEG_FSR_macro
C14 Cu2 H16 O18,AROTEH_FSR_macro
C36 H36 N8 Na4 O32 S4,AROTOQ_FSR_macro
C64 Co2 H44 N8 O14,ARUBIA_FSR_macro
C36 Cd2 F8 H24 N4 O12,ARUTAK_FSR_macro
C36 Cu2 F8 H24 N4 O12,ARUTEO_FSR_macro
C56 H48 N12 O8 Zn2,ARUYIX_FSR_macro
C40 H40 Mn8 O48,ASACAZ_FSR_macro
C40 H24 O44 Zn10,ASACIH_FSR_macro
C30 H30 N4 O22 Zn4,ASACUT_FSR_macro
C24 H24 N12 O18 Zn2,ASAFEF_FSR_macro
C60 Cu4 H40 N32 O4,ASAGOS_FSR_macro
Bi2 C60 F30 H20 N4 S6,ASAJUZ_FSR_macro
Bi2 C72 F30 H24 N12 S6,ASAKAG_FSR_macro
C64 H48 N4 O24 Rh4,ASAKUA_FSR_macro
C32 H36 N12 O20 Zn4,ASALIP_FSR_macro
Br8 C30 H32 Hg4 S8,ASAMEO_FSR_macro
C48 Cd2 H44 N8 O12 S4,ASATUK_FSR_macro
C32 Cd4 H28 N12 O16 S4,ASAWAT_FSR_macro
C60 H40 N32 O4 Zn4,ASAXID_FSR_macro
C38 H30 N8 O8 Zn2,ASAYOJ_FSR_macro
C64 H36 N8 O12 U2,ASEBAD_FSR_macro
C24 F8 H20 N4 O16 U4,ASEFUZ_FSR_macro
C36 Cd6 H28 N16 O24,ASEJIT_FSR_macro
C36 Cd6 H44 N16 O32,ASEJOZ01_FSR_macro
C44 Cl4 H36 Mg4 N8 O24,ASELAN_FSR_macro
C44 Cl4 H28 N8 O20 Sr4,ASELER_FSR_macro
C24 H32 La4 N4 O28,ASEMUG01_FSR_macro
C24 Cl12 H20 N4 V4,ASEWUQ_FSR_macro
C186 H130 N18 O26 Zn6,ASINAT_FSR_macro
C48 H48 K4 N8 O36 V4,ASISOK_FSR_macro
C54 Cl2 Co2 H36 N2 O12 S2,ASOGEW_FSR_macro
Ag4 Br4 C40 H32 N8 O12,ASOWOU_FSR_macro
C232 Cd8 H160 N48 O32,ASOYOY_FSR_macro
C56 H40 O20 S8 Zn4,ASUBIZ_FSR_macro
C20 H16 Li4 N4 O12 S4,ASUCAS_FSR_macro
Ag4 C24 H36 I4 N8,ASUCIC01_FSR_macro
Ag4 Br4 C24 H36 N8,ASUCOI01_FSR_macro
C80 Cu4 H56 N8 O20,ASUGOK_FSR_macro
C64 H96 N16 O8 Zn4,ASULAD_FSR_macro
C20 Cu2 H18 I2 N2,ASUQAI01_FSR_macro
C16 Cu4 H24 N12,ASUQIO03_FSR_macro
C24 Cu6 H36 N18,ASUQIO04_FSR_macro
C32 Cu8 H48 N24,ASUQIO_FSR_macro
C128 Cd4 H72 N16 O16,ATADEG_FSR_macro
C36 Ca6 H60 O48,ATADUU01_FSR_macro
C24 H16 N6 O12 V4 Zn2,ATAGUX_FSR_macro
C36 H12 Na4 O24 Zn4,ATAHAE_FSR_macro
C24 Cd4 Cl12 H64 N4 O12,ATAHIO_FSR_macro
C40 H24 N12 O8 Zn4,ATEHEO_FSR_macro
Br2 C26 H16 N2 O8 Zn2,ATEMAP_FSR_macro
C26 Cl2 H16 N2 O8 Zn2,ATEMET_FSR_macro
C120 Cd6 H92 N16 O32,ATEQEX_FSR_macro
C24 Cd2 H20 N12 O4,ATERAU_FSR_macro
C40 Cd4 Cl4 H36 N24 O4,ATEREY_FSR_macro
C36 H36 N8 O24 S4 Zn2,ATETIE_FSR_macro
C48 H28 N8 O16 Zn4,ATEYAZ_FSR_macro
C24 H24 Mn12 O48,ATIBOU_FSR_macro
C40 H40 Mn12 O52,ATIBUA_FSR_macro
C44 Cd1 H32 N8 O8 S2,ATIDOY_FSR_macro
C40 Cu2 H36 N8 O16 P4,ATIHAO_FSR_macro
C28 H36 N4 O36 S2 Tb4,ATIRUS_FSR_macro
C100 H68 N20 O20 Zn4,ATOBIW_FSR_macro
C100 Cd4 H68 N20 O20,ATOBOC_FSR_macro
C44 H32 N16 O8 Zn4,ATOGIZ_FSR_macro
C36 Co2 H40 N4 O8,ATOKIE_FSR_macro
C36 Cd2 H40 N4 O8,ATOKOK_FSR_macro
C56 H56 N8 Ni4 O24,ATOMIF_FSR_macro
C48 H24 O30 V6,ATOTIM_FSR_macro
C56 H40 N4 O16 Zn4,ATOXEN_FSR_macro
C18 H20 La2 N6 O16,ATUPIQ_FSR_macro
C36 H24 N8 O8 Pb2,AVAJUD_FSR_macro
C20 Cl4 H16 Hg2 N4,AVANIW_FSR_macro
C96 Cd8 H80 N16 O40,AVAQIX01_FSR_macro
C80 Co4 H68 N8 O20,AVASUM_FSR_macro
C64 H44 N8 O14 Zn2,AVATEY01_FSR_macro
C64 Cd2 H44 N8 O14,AVAVOK_FSR_macro
C48 Cd2 H44 N8 O8,AVAWAW_FSR_macro
C66 Cd2 H48 N8 O14,AVAWAX_FSR_macro
C34 Cd2 H34 N4 O10,AVAWEA01_FSR_macro
C92 Cl8 Cu8 H172 N4 P8,AVAYUS_FSR_macro
C116 Cu4 H84 N8 O20,AVEHAM_FSR_macro
Ag4 C24 H48 N16 O16 P4,AVEMIY_FSR_macro
Ag8 C24 H56 N12 O24 P4 S4,AVEMOE_FSR_macro
C92 H44 O44 Zn8,AVESOL_FSR_macro
C120 H88 O48 Zn8,AVIMOI_FSR_macro
C120 H88 Mn8 O48,AVIMUO_FSR_macro
C68 H62 Mn2 N2 O24,AVINAV_FSR_macro
C14 H14 Mg2 N2 O12,AVIPEB_FSR_macro
C50 Eu2 F36 H26 O20,AVIRUT_FSR_macro
C28 Co2 H20 N16 S4,AVOBUK_FSR_macro
C28 Cd2 H20 N16 S4,AVOCAR_FSR_macro
Ag4 C16 H8 O8,AVOFUM_FSR_macro
Ag8 C20 H4 O16,AVOGAT01_FSR_macro
C20 Cd4 H16 N16 O16,AVOGEZ_FSR_macro
C32 Cd2 H28 N24 O8,AVOGID_FSR_macro
C40 H48 Na4 O48 Zn6,AVOKUS_FSR_macro
C19 H13 Na1 O17 Zn3,AVOLAZ_FSR_macro
C40 H24 Na4 O36 Zn6,AVOLED_FSR_macro
C56 H40 O20 Zn4,AVOMUU01_FSR_macro
C52 Cd4 H48 N24 O12,AVONEG_FSR_macro
C8 H7 Na1 O8 S1,AVUFED01_FSR_macro
C32 H28 Na4 O32 S4,AVUFED_FSR_macro
C52 Cu2 H40 N12 O8,AVUJEH_FSR_macro
C48 Cd4 H24 N8 O16,AVUJOQ_FSR_macro
C28 Gd4 H24 O32 S4,AVUJOR_FSR_macro
C28 H24 Nd4 O32 S4,AVUJUX_FSR_macro
C28 Er4 H24 O32 S4,AVUKAE_FSR_macro
C28 Dy4 H24 O32 S4,AVUKEI_FSR_macro
C28 H50 N4 O4 Zn1,AVUWOF_FSR_macro
C52 H58 N4 Nd2 O16,AVUXIY_FSR_macro
C52 Er2 H58 N4 O16,AVUXOE_FSR_macro
C24 H32 N4 O28 Pr4,AVUYAR_FSR_macro
C24 H32 N4 Nd4 O28,AVUYEV01_FSR_macro
C106 Cu14 H90 I14 N24 O44 Pr6,AWARUN_FSR_macro
C10 Cd1 H8 N6 S2,AWAWEB_FSR_macro
C10 H8 N6 Se2 Zn1,AWAWIF_FSR_macro
C44 Cd10 Cl20 H48 N16 S8,AWAYEC_FSR_macro
C40 H32 N8 O28 Ti4 V8,AWAYUS_FSR_macro
C14 Cu1 H12 N8 Pd1,AWEBIP_FSR_macro
C58 H48 O12 Zn2,AWECUB01_FSR_macro
Ag8 C28 H24 O16 S4,AWEGUF_FSR_macro
Ag4 C14 H24 O20 S4,AWEHAM_FSR_macro
Ag8 Br8 C48 H32 O32 S8,AWEHIU_FSR_macro
Ag4 Br2 C12 H18 O20 S4,AWEHOA_FSR_macro
Ag4 C12 H8 O16 S4,AWEJAO_FSR_macro
C12 H6 K4 N6 O18,AWELAP_FSR_macro
C52 H48 N4 O12 Zn2,AWEMEU_FSR_macro
C48 H60 N12 O20 Zn4,AWEPIC_FSR_macro
Ag8 C32 H24 O20,AWEVUU_FSR_macro
C184 H120 N16 O48 Zn8,AWEXOR_FSR_macro
C184 H120 N16 O48 Zn8,AWEXUX_FSR_macro
C24 H26 Lu2 N6 O16,AWIBAL_FSR_macro
C30 H36 Lu2 N8 O16,AWIBEP_FSR_macro
C32 Cl2 H26 O14 Zn2,AWIBOZ_FSR_macro
C40 Cu1 H28 N4 O8,AWIJUN02_FSR_macro
C16 H10 N2 O14 Zn2,AWIZIP_FSR_macro
C28 Cu2 H24 N8 O8,AWODOG_FSR_macro
C40 F8 H48 O8 Sn4,AWOGOJ_FSR_macro
C44 Cd2 H60 I4 N8,AWOHOK_FSR_macro
C20 Co1 Gd6 H36 N8 O54 S6,AWOLAA_FSR_macro
C24 H40 K4 N8 O14 S4,AWOLUU_FSR_macro
Ag2 C26 H16 N6 S2,AWOMEG_FSR_macro
C8 Cd4 Cl8 H12 N12 S4,AWONIK_FSR_macro
C40 Ca2 H32 N4 O20,AWORAG01_FSR_macro
Ag2 C28 H28 N10 O4,AWOVUE_FSR_macro
C56 Cl4 H56 Mn2 N16,AWOYOB_FSR_macro
C48 Co2 H32 N8 O23 V8,AWOZER_FSR_macro
C20 Co1 H36 N8 O54 S6 Sm6,AWOZOC_FSR_macro
C28 H14 N8 O24 Rb2,AWUBOK_FSR_macro
Br2 C12 Cd1 H12 N2 O2,AWUCEB_FSR_macro
Br4 C28 H20 Hg2 N8 S4,AWUCOL_FSR_macro
C12 Cd1 Cl2 H12 N2 O2,AWUDOM_FSR_macro
Br8 C20 Cu4 H16 S16,AXAMOB_FSR_macro
Ag2 C8 Fe1 H4 N6,AXAQAT02_FSR_macro
C34 Cd1 Cl2 H30 N6 O4,AXAWED_FSR_macro
C34 Cl2 H30 Hg1 N6 O4,AXAWIH_FSR_macro
C14 Cl6 H10 Ho2 N2,AXAZEE_FSR_macro
C108 Co24 Ga6 H48 K6 O90,AXEBUB_FSR_macro
C50 Cu2 H40 N4 O6,AXEKOF_FSR_macro
C8 H14 Na2 O12,AXEPIE_FSR_macro
C34 Cu4 H40 I4 N8 S2,AXEWAD_FSR_macro
C56 Cu3 H52 O18 P6,AXICOB_FSR_macro
C36 H24 N4 O8 Zn2,AXILOJ01_FSR_macro
Au8 C72 Fe4 H40 N32,AXIPEE03_FSR_macro
C36 H36 N20 O8 Zn4,AXITOR_FSR_macro
C24 Cd2 H32 N4 O16 S4,AXIVIM_FSR_macro
C4 H28 Na12 O48 S12,AXOBIA_FSR_macro
C132 Cd6 H80 N12 O26,AXOCAS_FSR_macro
C102 F36 H52 O24 Zn4,AXOCEW_FSR_macro
C36 Cl4 Cu2 H32 N4 S4,AXOLOO_FSR_macro
C60 Cd4 H40 O28,AXOVEP_FSR_macro
C30 H20 Mn2 O14,AXOVIT_FSR_macro
B4 C40 F12 H56 K4 N4 O8 S4,AXOWEQ_FSR_macro
C28 Cl4 F8 H16 Hg4 O4,AXUFAB_FSR_macro
C44 H48 N12 Ni2 O12,AXUPEQ_FSR_macro
C44 Cu2 H48 N12 O12,AXUPIU_FSR_macro
C44 H48 Mn2 N12 O12,AXUPOA_FSR_macro
C44 Co2 H48 N12 O12,AXUPUG_FSR_macro
C36 Cl4 H24 N28 Zn4,AXUVAS_FSR_macro
C18 Cd4 Cl6 H12 N14,AXUVEW_FSR_macro
C18 H16 N14 O2 Zn1,AXUVIA_FSR_macro
C18 Cd1 H16 N14 O2,AXUVOG_FSR_macro
C24 F12 H52 N4 O8 Sb4,AXUVUL_FSR_macro
Ag4 C36 H36 N16 O16,AXUYIC_FSR_macro
C64 Cd6 Cl8 H48 N12 O8,AXUZEA_FSR_macro
C52 Cd4 Cl4 H32 N8 O8,AXUZIE_FSR_macro
C30 H28 Mn2 N4 O8,AYALUH_FSR_macro
C16 H14 O26 U3,AYATOL_FSR_macro
Ag2 C16 H12 O26 U3,AYATUR_FSR_macro
C16 H12 O24 Pb2 U2,AYAVAZ_FSR_macro
C16 H16 O26 Pb2 U2,AYAVED_FSR_macro
C20 Cu2 H20 N6 O6,AYAYEG_FSR_macro
C48 Cd4 H56 N8 O18,AYAZIK_FSR_macro
Br4 C32 Cd2 H48 N24,AYECOX_FSR_macro
C12 Cu4 H16 I4 N4,AYELOH_FSR_macro
C24 Cu4 H32 I4 N8,AYELUN_FSR_macro
C24 Cu4 H32 I4 N8,AYEMAU_FSR_macro
C160 Cu4 F24 H128 N32 Si4,AYEQEC_FSR_macro
C44 Cs4 H40 O12 P8,AYERAX_FSR_macro
C32 H56 N8 O24 Zn4,AYILUQ_FSR_macro
Ag4 C32 H68 N8 O16 S4,AYIMOL_FSR_macro
C24 H16 N12 Na4 O12 S4,AYINAX_FSR_macro
C56 H56 N8 O24 Zn4,AYINIF_FSR_macro
C38 F20 H8 Mo2 N2 O8,AYIVEK_FSR_macro
C24 Cs4 H16 N4 O12,AYIVIO_FSR_macro
C20 Cd1 H20 N2 O8,AYIWOV01_FSR_macro
C38 Cd2 Cl4 H26 N2 O10,AYOBUN_FSR_macro
C16 Cu2 H14 I2 N6,AYODIC_FSR_macro
C120 H90 N18 O30 Zn6,AYOHON_FSR_macro
C32 Cd6 H32 N8 O30 S4,AYOMUX_FSR_macro
C12 Cu4 H12 O24,AYONOT_FSR_macro
C18 Co1 H18 N2 O6,AYOXOD_FSR_macro
C72 Co4 H80 N8 O24,AYOXUJ_FSR_macro
C156 Cd4 H108 N24 O32,AYUDUV_FSR_macro
C70 H98 Na6 O48 S14,AYUWUM_FSR_macro
C8 Cd2 Cl4 H8 N4,AZABUY_FSR_macro
C32 Cu2 H52 N8 O18 Zn2,AZANEW_FSR_macro
C48 Dy2 H40 N16 Na2 O16,AZAQID_FSR_macro
C16 Ca2 H24 N4 O16,AZATIE_FSR_macro
C16 H6 Li4 N2 O8,AZAYEH_FSR_macro
C28 H32 Mn2 N28 O4,AZEBAK01_FSR_macro
C32 H32 Na4 O12 P4,AZEKIZ_FSR_macro
C12 H8 S4 Tl4,AZEYEK_FSR_macro
Ag2 C14 H16 N2 O6 S2,AZIGOF_FSR_macro
C52 H44 N4 O8 Pb2,AZIMAY_FSR_macro
C60 H60 N8 O12 Zn4,AZIROQ_FSR_macro
C36 Cl4 H32 N4 O4 Zn2,AZITEJ_FSR_macro
C48 H28 La4 O26,AZITOT_FSR_macro
C50 Cu2 H44 I2 N4 P2,AZIWEM_FSR_macro
C28 H24 N4 O24 Rb4,AZIXIR_FSR_macro
C92 H88 N8 O48 Zn8,AZIXUD_FSR_macro
C36 H56 Nd4 O28,AZIYOX02_FSR_macro
Ba2 C16 H14 N2 O10,AZIYUE_FSR_macro
C12 H12 N4 O12 Zn2,AZNPYD_FSR_macro
C36 Cl4 H32 Hg2 N4 O4,AZOBIB_FSR_macro
C32 H28 O36 Pr4,AZOCAU_FSR_macro
C28 H32 N4 O12 Zn2,AZOCUO01_FSR_macro
C36 Cd2 H32 N4 O10,AZOHON_FSR_macro
C60 H48 Mo4 N8 O12 S8,AZOSAJ_FSR_macro
C28 H16 O8 S4 Zn4,AZUCIH_FSR_macro
Au2 C34 Cl20 H8 N2 Tl2,AZUDUU_FSR_macro
Au4 C88 Cl40 H32 N8 Tl4,AZUFAC_FSR_macro
Au8 C172 Cl80 H80 N12 O4 Tl8,AZUFEG_FSR_macro
C24 Cl8 H48 N12 O4 P4 Zn4,BABQUS_FSR_macro
C24 Cl8 H48 Hg4 N12 O4 P4,BABRED_FSR_macro
C12 Ca2 H16 N4 O12,BABTOP_FSR_macro
C86 Cd2 H70 N12 O8,BACGAQ_FSR_macro
C52 Cu4 H68 N20 O8,BACHAP02_FSR_macro
Ag2 C20 H22 N6 O6 S2,BACMEY_FSR_macro
C28 Cu4 H36 N12 O16,BACMOH10_FSR_macro
C28 Cd2 H20 N4 O10 S8,BADBOX_FSR_macro
Br2 C36 Cd2 H30 N24,BADBUF_FSR_macro
C18 Cd2 H24 N12 O12 S2,BADCEQ_FSR_macro
C22 Cd2 H16 N16 S4,BADCIU_FSR_macro
C28 H32 N4 O32 Y4,BADFOD01_FSR_macro
C28 H32 N4 O32 Sm4,BADFUJ_FSR_macro
C28 H32 N4 Nd4 O32,BADGAQ01_FSR_macro
C60 H72 O24 Sc4,BADHIA_FSR_macro
C60 H72 O24 Sc4,BADHUM_FSR_macro
C180 H216 O72 Sc12,BADJAU_FSR_macro
C40 Cu2 H24 N12 O12,BADLOK_FSR_macro
C40 H28 N12 O14 Zn2,BADLUQ_FSR_macro
C8 Cl4 Cu2 H10 N6,BADXEJ01_FSR_macro
C192 H120 N48 O48 Tb8,BADXUC_FSR_macro
C16 Cu2 H24 N12 O10 S2,BADXUZ01_FSR_macro
C192 H120 N48 O48 Tb8,BADYAJ_FSR_macro
C32 Cd8 H48 O48,BAFCES_FSR_macro
C50 Co2 H36 N14 O8,BAFKUR_FSR_macro
Ag2 C10 H8 N2 O6 S2,BAFNUR01_FSR_macro
Ag4 C20 H16 N4 O12 S4,BAFNUR_FSR_macro
C48 Cl4 Cu8 H32 N8 S4,BAFSAE_FSR_macro
C16 Cl4 H36 O8 Sn4,BAGCOB01_FSR_macro
C20 Cu2 H14 N10 O12,BAGNEF_FSR_macro
C28 Cu2 H16 N16,BAGPOP01_FSR_macro
C24 Cu2 H16 N4 O8,BAHGUN01_FSR_macro
C24 Cd2 Cl2 H22 N10 O4,BAHHUP01_FSR_macro
Ag8 C40 H64 N16 O20,BAHLUS_FSR_macro
Ag16 C112 H128 N32 O32,BAHMAZ_FSR_macro
Ag4 C48 H36 N8 O16 S4,BAHNEG_FSR_macro
Ag2 C50 H38 N12 O6,BAHNOQ_FSR_macro
Ag2 C52 H46 N12 O8 S2,BAHNUW_FSR_macro
Ba2 C8 H12 O20,BAHOXH13_FSR_macro
Ag4 C32 F12 H24 N4 O12,BAHPIL_FSR_macro
C14 H18 N4 Na2 O12,BAHZAO_FSR_macro
C18 Dy2 H32 Na2 O18,BAJXER_FSR_macro
C24 H32 Na4 O14 S8,BAKHOM_FSR_macro
C52 Co4 H28 N4 O16,BAKJII_FSR_macro
C44 Cl8 H30 Hg2 I4 N8,BAKJOM_FSR_macro
C52 Cd2 H36 N6 O8,BAKMOS_FSR_macro
C32 H52 Li4 N8 O4,BAKNIL_FSR_macro
Br4 C52 Cl24 H38 Hg2 N8,BAKPOS_FSR_macro
C40 H34 Mn2 N4 O10,BAKWAN_FSR_macro
C24 H32 Nd4 O40,BAKWIV_FSR_macro
Br2 C42 Co2 H34 N4 O8,BAKXOC_FSR_macro
C40 H22 N4 O8 Zn2,BAKYET_FSR_macro
C10 H8 Mo2 N2 O6,BALFAV01_FSR_macro
C40 H32 Mo8 N8 O24,BALFAV03_FSR_macro
Ba4 C8 H4 O18,BALMUW01_FSR_macro
C44 Cu2 H44 N8 O12,BALZAS_FSR_macro
C32 F1 Ga1 H16 N8,BAMSEN_FSR_macro
Ag2 C12 Ge1 H14 O16,BAMXUL_FSR_macro
C68 H40 N4 O8 Zn2,BANHAA_FSR_macro
C48 Co6 H72 Nd4 O72,BANMAG_FSR_macro
Ag4 C28 Cl8 H18 N6 O8,BANMIO_FSR_macro
C36 Fe2 H48 N28 S4,BANTIV02_FSR_macro
C36 Fe2 H48 N28 S4,BANTIV_FSR_macro
C52 Cl4 Co2 H40 N8 O8,BANYUN_FSR_macro
Ba4 C8 H16 O24,BAOXAL02_FSR_macro
C22 Cu2 H14 Mo4 N12 O16,BAPJAG_FSR_macro
Ag4 C48 Cl16 F12 H28 N8 O14 S4,BAPMEN_FSR_macro
Ag4 C32 H60 N12 O8 P4,BAPYID_FSR_macro
C12 H12 Mn3 O18,BAQMOW_FSR_macro
C96 H96 O144 Zn24,BAQMUC_FSR_macro
C28 Cl4 Cu2 H24 N16,BAQPEQ_FSR_macro
C56 Cu2 H48 N20 O10,BAQRIX_FSR_macro
C16 H8 N16 Tl4,BAQXAU_FSR_macro
Br4 C28 H16 N16 Tl4,BAQXEY_FSR_macro
C28 H20 N16 Tl4,BAQXIC_FSR_macro
C8 H4 Mn4 O12,BAQXOG01_FSR_macro
Ag2 C24 H24 N6 O10,BAQYEZ_FSR_macro
C12 Fe3 H14 N4 O16,BAQZUQ_FSR_macro
C34 H28 N16 Zn2,BARFIK_FSR_macro
C48 H24 N8 O16 Rb8,BARJAG_FSR_macro
C28 Cu2 H28 N12 O14,BARJIN_FSR_macro
C28 H36 Li8 N4 O32,BARJIO_FSR_macro
C48 Cs8 H24 N8 O16,BARKIP_FSR_macro
C28 Cs8 H12 N4 O20,BARKOV_FSR_macro
C20 Cl4 H40 N4 O20 Zn4,BARMOX_FSR_macro
C22 Cl2 Cu2 H28 N10 O2,BARPAO_FSR_macro
C36 H32 Mn2 N4 O12,BASMIS02_FSR_macro
C36 H24 Mn2 N4 O8,BASMUE_FSR_macro
C24 Cd2 Cl4 H28 N4,BASQOC01_FSR_macro
C24 Cd2 Cl4 H28 N4,BASQUI_FSR_macro
Ag8 C144 Dy8 H64 N32 O64,BASSOF_FSR_macro
Ag8 C144 H64 N32 O64 Tb8,BASTIA_FSR_macro
C24 H36 N8 O28 S4 Zn4,BASYOM_FSR_macro
C24 Cd4 H36 N8 O28 S4,BASYUS_FSR_macro
C12 Cu1 H12 N2 O8,BATVAW_FSR_macro
C24 Cd2 H24 N4 O16,BATVEA_FSR_macro
Ag4 C4 H12 N24,BATZON_FSR_macro
C6 Cl6 H8 Hg3 S4,BAVKIS_FSR_macro
C12 Cu1 H8 N4 O2,BAVNAO_FSR_macro
C104 H96 N16 O40 Zn8,BAVSOJ_FSR_macro
C116 Cd4 H80 N16 O28,BAVWED_FSR_macro
C24 H24 N18 O12 Sm2,BAVYIH_FSR_macro
C16 Cu4 F8 H20 N8 O4,BAWKUH_FSR_macro
C18 H36 K2 N4 O20 V2,BAWMOC_FSR_macro
C24 H36 Mn4 O22,BAWSUO_FSR_macro
C10 Fe1 H8 N12 S2,BAXGEO01_FSR_macro
C56 Dy4 F16 H56 N12 O36,BAXHEP_FSR_macro
C56 Er4 F16 H56 N12 O36,BAXHIT_FSR_macro
C56 F16 H56 N12 Nd4 O36,BAXHOZ_FSR_macro
C56 F16 H56 N12 O36 Pr4,BAXHUF_FSR_macro
C56 F16 H56 N12 O36 Sm4,BAXJAN01_FSR_macro
C56 F16 H56 N12 O36 Yb4,BAXJIV_FSR_macro
Br4 C54 H36 Hg2 N4 O2,BAXPOG_FSR_macro
C40 Co3 H26 N4 O10,BAXXAA_FSR_macro
C48 H48 Hg8 N32,BAYPUN_FSR_macro
C48 Cd8 H48 N32,BAYQAU03_FSR_macro
C18 Co1 H14 N8 O4,BAYTEB_FSR_macro
C40 Co2 H28 N4 O8,BAZBUA_FSR_macro
Br4 C28 Cu4 H20 N4,BBZONC01_FSR_macro
C44 Cu2 H24 N4 O16,BEBCOB_FSR_macro
C36 Cl4 H44 Mg2 N8 O14 Pt2,BEBDUK_FSR_macro
C40 Cd2 Cl4 H56 N16,BEBGEV01_FSR_macro
C18 Cd2 Cl2 H16 N6 O6,BEBLAY_FSR_macro
C20 Cu4 H20 N24 O4,BECBIU_FSR_macro
C40 Co2 H32 N8 O10,BECBIX_FSR_macro
C29 Fe2 H20 N18 O1,BECHEY_FSR_macro
C80 Cu12 H72 N20 O28 S12 Zn8,BECKAY_FSR_macro
Ag2 C20 Cl2 H32 N4 O14 S2,BECQAD_FSR_macro
C32 H16 O16 Zn4,BECROS_FSR_macro
C8 H20 O12 P4 Zn2,BECRUX03_FSR_macro
C8 H20 O12 P4 Zn2,BECRUX06_FSR_macro
